  Shadow Event             Entry Epoch                      Exit Epoch                 Duration(min)
Earth Umbral      Jan 01 2024 19:07:40.957031250   Jan 01 2024 19:41:51.582031250      34.177083333
Earth Penumbral   Jan 01 2024 19:19:47.242187500   Jan 01 2024 19:54:14.003906250      34.446028646
Earth Umbral      Jan 01 2024 19:19:56.804687500   Jan 01 2024 19:54:04.375000000      34.126171875
Earth Umbral      Jan 01 2024 19:29:38.324218750   Jan 01 2024 20:03:47.554687500      34.153841146
Earth Penumbral   Jan 01 2024 19:29:28.695312500   Jan 01 2024 20:03:57.250000000      34.475911458
Earth Umbral      Jan 01 2024 19:36:44.386718750   Jan 01 2024 20:10:56.074218750      34.194791667
Earth Penumbral   Jan 01 2024 19:36:34.691406250   Jan 01 2024 20:11:05.769531250      34.517968750
Earth Penumbral   Jan 01 2024 19:44:34.277343750   Jan 01 2024 20:19:05.488281250      34.520182292
Earth Umbral      Jan 01 2024 19:44:43.906250000   Jan 01 2024 20:18:55.859375000      34.199218750
Earth Umbral      Jan 01 2024 19:56:01.781250000   Jan 01 2024 20:30:13.402343750      34.193684896
Earth Penumbral   Jan 01 2024 19:55:52.085937500   Jan 01 2024 20:30:23.097656250      34.516861979
Earth Penumbral   Jan 01 2024 20:08:22.210937500   Jan 01 2024 20:42:52.027343750      34.496940104
Earth Umbral      Jan 01 2024 20:08:31.972656250   Jan 01 2024 20:42:42.332031250      34.172656250
Earth Penumbral   Jan 01 2024 20:18:06.187500000   Jan 01 2024 20:52:34.144531250      34.465950521
Earth Umbral      Jan 01 2024 20:18:15.882812500   Jan 01 2024 20:52:24.515625000      34.143880208
Earth Umbral      Jan 01 2024 20:25:06.273437500   Jan 01 2024 20:59:16.765625000      34.174869792
